category,market_ticker,series_ticker,event_ticker,title,resolution,status,open_time,close_time,settlement_ts,volume
Companies,NYTSUBS-24-Q2-300000,KXNYTSUBS,NYTSUBS-24-Q2,NYT new subscribers in Q2 2024?,no,finalized,2024-05-08T14:00:00Z,2024-08-07T15:43:58.842514Z,2024-08-07T17:10:01.301966Z,1580
Companies,NYTSUBS-24-Q1-350000,KXNYTSUBS,NYTSUBS-24-Q1,NYT new subscribers in Q1 2024?,no,finalized,2024-05-02T12:00:00Z,2024-05-08T14:45:51.675147Z,2024-05-08T16:15:00.350722Z,1220
Companies,NYTSUBS-24-Q1-300000,KXNYTSUBS,NYTSUBS-24-Q1,NYT new subscribers in Q1 2024?,no,finalized,2024-05-02T12:00:00Z,2024-05-08T14:45:49.741861Z,2024-05-08T16:14:00.694944Z,1001
Companies,NYTSUBS-24-Q1-250000,KXNYTSUBS,NYTSUBS-24-Q1,NYT new subscribers in Q1 2024?,no,finalized,2024-05-02T12:00:00Z,2024-05-08T14:45:47.777704Z,2024-05-08T16:17:00.452988Z,1160
Companies,MAERSK-2-24JUN30,KXMAERSK,MAERSK-2,"Will the Suez close by Jun 30, 2024?",no,finalized,2024-02-20T22:00:00Z,2024-07-01T03:59:00Z,2024-07-01T15:14:00.686143Z,6801
Companies,MAERSK-24MAR31,KXMAERSK,MAERSK-24MAR31,"Will the Suez close by Mar 31, 2024?",no,finalized,2024-01-02T17:15:00Z,2024-04-01T03:59:00Z,2024-04-01T16:23:00.327691Z,17999
Companies,WEALTH-MUSK-24MAY01,KXWEALTH,WEALTH-MUSK-24MAY01,Elon Musk richest man in the world again before May 2024,no,finalized,2024-02-05T13:00:00Z,2024-05-01T03:59:00Z,2024-05-01T16:33:00.651937Z,28985
Companies,GPT4P5-Q2-24JUN30,KXGPT4P5,GPT4P5-Q2,GPT-4.5 released in Q2 2024?,yes,finalized,2024-03-31T14:00:00Z,2024-05-14T14:05:43.031729Z,2024-05-14T16:02:00.591424Z,11098
Companies,GPT4P5-24MAR31,KXGPT4P5,GPT4P5,GPT-4.5 released in Q1 2024?,no,finalized,2024-01-23T15:00:00Z,2024-04-01T03:59:00Z,2024-04-01T16:25:00.817334Z,8030
Companies,APPLEWATCH-24JAN31,KXAPPLEWATCH,APPLEWATCH-24,Will the Apple Watch be banned?,no,finalized,2024-01-09T15:00:00Z,2024-02-01T04:59:00Z,2024-02-01T17:29:00.64511Z,13172
Companies,TIKTOKUMG-24JUL01,KXTIKTOKUMG,TIKTOKUMG-24JUL01,UMG music returns to TikTok before July?,yes,finalized,2024-02-08T13:00:00Z,2024-05-02T14:52:10.038931Z,2024-05-02T16:54:01.054761Z,6579
Companies,OPENAISUIT,KXOPENAISUIT,OPENAISUIT,Musk wins OpenAI lawsuit?,no,finalized,2024-03-05T13:00:00Z,2024-06-12T20:07:57.847322Z,2024-06-12T22:03:01.034651Z,5782
Companies,COSTCOMEMBER-25,KXCOSTCOMEMBER,COSTCOMEMBER,Will Costco change the price of membership before 2025?,yes,finalized,2024-05-01T12:00:00Z,2024-07-11T14:31:59.511131Z,2024-07-11T16:04:01.324749Z,3645
Companies,SPACEXLAND-24DEC31,KXSPACEXLAND,SPACEXLAND,Will SpaceX successfully land a Starship in 2024?,yes,finalized,2024-04-08T12:00:00Z,2024-06-07T14:05:40.052315Z,2024-06-07T16:03:00.418217Z,2413
Companies,FEMALECEO-24JUN05-70,KXFEMALECEO,FEMALECEO-24JUN05,More Female CEOs in Fortune 500?,no,finalized,2024-04-18T12:00:00Z,2024-06-04T14:10:14.326887Z,2024-06-04T16:26:01.317651Z,0
Companies,FEMALECEO-24JUN05-60,KXFEMALECEO,FEMALECEO-24JUN05,More Female CEOs in Fortune 500?,no,finalized,2024-04-18T12:00:00Z,2024-06-04T14:10:11.67518Z,2024-06-04T16:26:01.337817Z,0
Companies,FEMALECEO-24JUN05-52,KXFEMALECEO,FEMALECEO-24JUN05,More Female CEOs in Fortune 500?,no,finalized,2024-04-18T12:00:00Z,2024-06-04T14:10:10.804551Z,2024-06-04T16:26:01.347396Z,2213
Companies,GOOGLESHARE-24-T90,KXGOOGLESHARE,GOOGLESHARE-24,Google Search holds 90% market share in 2024?,no,finalized,2024-02-29T13:00:00Z,2024-05-01T19:58:06.917359Z,2024-05-01T21:12:01.301754Z,1144
Companies,AAPLWATCH-24JAN31,KXAAPLWATCH,AAPLWATCH-24,Will the Apple Watch be banned?,no,finalized,2024-01-09T15:00:00Z,2024-02-01T04:59:00Z,2024-02-01T17:29:00.660492Z,0
