benchmark_id,phase,domain,market_ticker,series_ticker,event_ticker,title,resolution,status,open_time,close_time,close_date,settlement_ts,volume,source_csv
economics_phase_i_086,phase_i,Economics,PAYROLLS-24MAR-T250000,KXPAYROLLS,PAYROLLS-24MAR,Will above 250000 jobs be added in March 2024?,yes,finalized,2024-03-08T16:00:00Z,2024-04-05T12:25:00Z,2024-04-05,2024-04-05T16:42:00.769898Z,9522,Research/EconomicsMarkets/markets.csv
economics_phase_i_087,phase_i,Economics,CPI-24MAR-T0.4,KXCPI,CPI-24MAR,Will CPI rise more than 0.4% in March 2024?,no,finalized,2024-02-13T13:00:00Z,2024-04-10T12:25:00Z,2024-04-10,2024-04-10T16:06:00.646911Z,9355,Research/EconomicsMarkets/markets.csv
economics_phase_i_088,phase_i,Economics,PAYROLLS-24APR-T300000,KXPAYROLLS,PAYROLLS-24APR,Will above 300000 jobs be added in April 2024?,no,finalized,2024-03-22T14:00:00Z,2024-05-03T12:25:00Z,2024-05-03,2024-05-03T17:03:00.545819Z,9195,Research/EconomicsMarkets/markets.csv
economics_phase_i_089,phase_i,Economics,CPI-24APR-T0.2,KXCPI,CPI-24APR,Will CPI rise more than 0.2% in April 2024?,yes,finalized,2024-03-13T14:00:00Z,2024-05-15T12:25:00Z,2024-05-15,2024-05-15T16:09:01.249489Z,9054,Research/EconomicsMarkets/markets.csv
economics_phase_i_090,phase_i,Economics,CPI-24JAN-T0.1,KXCPI,CPI-24JAN,Will CPI rise more than 0.1% in January 2024?,yes,finalized,2024-01-02T16:00:00Z,2024-02-13T13:25:00Z,2024-02-13,2024-02-13T16:40:00.4233Z,8889,Research/EconomicsMarkets/markets.csv
economics_phase_i_091,phase_i,Economics,AAAGASM-24MAY31-US-3.60,KXAAAGASM,AAAGASM-24MAY31-US,Will average **gas prices** be above $3.60?,no,finalized,2024-05-12T14:00:00Z,2024-05-31T03:59:00Z,2024-05-31,2024-05-31T16:11:01.437568Z,8848,Research/EconomicsMarkets/markets.csv
economics_phase_i_092,phase_i,Economics,PAYROLLS-24MAR-T150000,KXPAYROLLS,PAYROLLS-24MAR,Will above 150000 jobs be added in March 2024?,yes,finalized,2024-03-08T16:00:00Z,2024-04-05T12:25:00Z,2024-04-05,2024-04-05T16:42:00.714662Z,8683,Research/EconomicsMarkets/markets.csv
economics_phase_i_093,phase_i,Economics,CPIYOY-24JAN-T3.3,KXCPIYOY,CPIYOY-24JAN,Will the rate of CPI inflation be above 3.3% for the year ending in January 2024?,no,finalized,2024-01-11T15:15:00Z,2024-02-13T13:25:00Z,2024-02-13,2024-02-13T17:08:00.778252Z,8109,Research/EconomicsMarkets/markets.csv
economics_phase_i_094,phase_i,Economics,PROLLS-24JAN-T-1,KXPAYROLLS,PROLLS-24JAN,Will above -1 jobs be added in January 2024?,yes,finalized,2024-01-02T15:00:00Z,2024-02-02T13:25:00Z,2024-02-02,2024-02-02T17:45:00.8763Z,7410,Research/EconomicsMarkets/markets.csv
economics_phase_i_095,phase_i,Economics,CPIYOY-24APR-T3.3,KXCPIYOY,CPIYOY-24APR,Will the rate of CPI inflation be above 3.3% for the year ending in April 2024?,yes,finalized,2024-03-13T14:00:00Z,2024-05-15T12:25:00Z,2024-05-15,2024-05-15T16:10:01.49042Z,7308,Research/EconomicsMarkets/markets.csv
economics_phase_i_096,phase_i,Economics,CPIYOY-24JAN-T2.9,KXCPIYOY,CPIYOY-24JAN,Will the rate of CPI inflation be above 2.9% for the year ending in January 2024?,yes,finalized,2024-01-11T19:20:00Z,2024-02-13T13:25:00Z,2024-02-13,2024-02-13T17:05:00.728076Z,6335,Research/EconomicsMarkets/markets.csv
economics_phase_i_097,phase_i,Economics,PROLLS-24JAN-T149999,KXPAYROLLS,PROLLS-24JAN,Will above 149999 jobs be added in January 2024?,yes,finalized,2024-01-02T15:00:00Z,2024-02-02T13:25:00Z,2024-02-02,2024-02-02T17:45:00.866386Z,6168,Research/EconomicsMarkets/markets.csv
economics_phase_i_098,phase_i,Economics,CPI-24JAN-T0.0,KXCPI,CPI-24JAN,Will CPI rise more than 0.0% in January 2024?,yes,finalized,2024-01-02T16:00:00Z,2024-02-13T13:25:00Z,2024-02-13,2024-02-13T16:40:00.433672Z,5871,Research/EconomicsMarkets/markets.csv
economics_phase_i_099,phase_i,Economics,PROLLS-24JAN-T199999,KXPAYROLLS,PROLLS-24JAN,Will above 199999 jobs be added in January 2024?,yes,finalized,2024-01-02T15:00:00Z,2024-02-02T13:25:00Z,2024-02-02,2024-02-02T17:45:00.850966Z,5648,Research/EconomicsMarkets/markets.csv
economics_phase_i_100,phase_i,Economics,AAAGASM-24MAY31-US-3.65,KXAAAGASM,AAAGASM-24MAY31-US,Will average **gas prices** be above $3.65?,no,finalized,2024-05-01T14:00:00Z,2024-05-31T13:55:00Z,2024-05-31,2024-05-31T16:08:00.647654Z,5627,Research/EconomicsMarkets/markets.csv
economics_phase_ii_001,phase_ii,Economics,FED-24JUL-T5.25,KXFED,FED-24JUL,Will the upper bound of the federal funds rate be above 5.25% following the Fed's July meeting?,yes,finalized,2023-07-06T14:00:00Z,2024-07-31T17:55:00Z,2024-07-31,2024-08-01T08:54:00.505878Z,1160274,Research/EconomicsMarkets/markets.csv
economics_phase_ii_002,phase_ii,Economics,FEDDECISION-24JUL-C25,KXFEDDECISION,FEDDECISION-24JUL,Will the Federal Reserve Cut rates by 25bps at their July 2024 meeting?,no,finalized,2024-06-11T14:00:00Z,2024-07-31T17:55:00Z,2024-07-31,2024-07-31T20:20:01.46794Z,566064,Research/EconomicsMarkets/markets.csv
economics_phase_ii_003,phase_ii,Economics,FEDDECISION-24JUL-H0,KXFEDDECISION,FEDDECISION-24JUL,Will the Federal Reserve Hike rates by 0bps at their July 2024 meeting?,yes,finalized,2024-06-11T14:00:00Z,2024-07-31T17:55:00Z,2024-07-31,2024-07-31T20:20:01.46794Z,513208,Research/EconomicsMarkets/markets.csv
economics_phase_ii_004,phase_ii,Economics,FED-24JUL-T5.00,KXFED,FED-24JUL,Will the upper bound of the federal funds rate be above 5.00% following the Fed's July meeting?,yes,finalized,2023-07-06T14:00:00Z,2024-07-31T17:55:00Z,2024-07-31,2024-08-01T08:54:00.445871Z,80483,Research/EconomicsMarkets/markets.csv
economics_phase_ii_005,phase_ii,Economics,FED-24JUL-T5.50,KXFED,FED-24JUL,Will the upper bound of the federal funds rate be above 5.50% following the Fed's July meeting?,no,finalized,2023-07-06T14:00:00Z,2024-07-31T17:55:00Z,2024-07-31,2024-08-01T08:54:00.46129Z,63297,Research/EconomicsMarkets/markets.csv
economics_phase_ii_006,phase_ii,Economics,PAYROLLS-24JUN-T150000,KXPAYROLLS,PAYROLLS-24JUN,Will above 150000 jobs be added in June 2024?,yes,finalized,2024-05-24T14:00:00Z,2024-07-05T12:25:00Z,2024-07-05,2024-07-05T16:06:00.347479Z,34669,Research/EconomicsMarkets/markets.csv
economics_phase_ii_007,phase_ii,Economics,GDP-24JUL25-T0.9,KXGDP,GDP-24JUL25,Will **real GDP** increase by more than 0.9% in Q2?,yes,finalized,2024-04-23T14:00:00Z,2024-07-25T12:25:00Z,2024-07-25,2024-07-25T16:30:01.078377Z,30869,Research/EconomicsMarkets/markets.csv
economics_phase_ii_008,phase_ii,Economics,FEDDECISION-24JUL-H25,KXFEDDECISION,FEDDECISION-24JUL,Will the Federal Reserve Hike rates by 25bps at their July 2024 meeting?,no,finalized,2024-06-11T14:00:00Z,2024-07-31T17:55:00Z,2024-07-31,2024-07-31T20:20:01.46794Z,29746,Research/EconomicsMarkets/markets.csv
economics_phase_ii_009,phase_ii,Economics,PAYROLLS-24JUN-T200000,KXPAYROLLS,PAYROLLS-24JUN,Will above 200000 jobs be added in June 2024?,yes,finalized,2024-05-24T14:00:00Z,2024-07-05T12:25:00Z,2024-07-05,2024-07-05T16:10:01.517819Z,27533,Research/EconomicsMarkets/markets.csv
economics_phase_ii_010,phase_ii,Economics,AAAGASM-24AUG31-US-3.40,KXAAAGASM,AAAGASM-24AUG31-US,Will average **gas prices** be above $3.40?,no,finalized,2024-07-29T17:00:00Z,2024-08-31T03:59:00Z,2024-08-31,2024-09-02T13:12:00.810821Z,27407,Research/EconomicsMarkets/markets.csv
economics_phase_ii_011,phase_ii,Economics,FED-24JUL-T4.00,KXFED,FED-24JUL,Will the upper bound of the federal funds rate be above 4.00% following the Fed's July meeting?,yes,finalized,2023-07-06T14:00:00Z,2024-07-31T17:55:00Z,2024-07-31,2024-08-01T08:54:00.391322Z,23743,Research/EconomicsMarkets/markets.csv
economics_phase_ii_012,phase_ii,Economics,FED-24JUL-T4.25,KXFED,FED-24JUL,Will the upper bound of the federal funds rate be above 4.25% following the Fed's July meeting?,yes,finalized,2023-07-06T14:00:00Z,2024-07-31T17:55:00Z,2024-07-31,2024-08-01T08:54:00.421434Z,22895,Research/EconomicsMarkets/markets.csv
economics_phase_ii_013,phase_ii,Economics,CPI-24JUL-T0.1,KXCPI,CPI-24JUL,Will CPI rise more than 0.1% in July 2024?,yes,finalized,2024-06-13T14:00:00Z,2024-08-14T12:25:00Z,2024-08-14,2024-08-14T16:44:00.962421Z,22013,Research/EconomicsMarkets/markets.csv
economics_phase_ii_014,phase_ii,Economics,CPIYOY-24JUL-T2.8,KXCPIYOY,CPIYOY-24JUL,Will the rate of CPI inflation be above 2.8% for the year ending in July 2024?,yes,finalized,2024-06-13T21:00:00Z,2024-08-14T12:25:00Z,2024-08-14,2024-08-14T16:42:00.77751Z,21878,Research/EconomicsMarkets/markets.csv
economics_phase_ii_015,phase_ii,Economics,AAAGASM-24JUL31-US-3.50,KXAAAGASM,AAAGASM-24JUL31-US,Will average **gas prices** be above $3.50?,no,finalized,2024-06-30T14:00:00Z,2024-07-31T03:59:00Z,2024-07-31,2024-07-31T18:19:01.336441Z,19109,Research/EconomicsMarkets/markets.csv
economics_phase_ii_016,phase_ii,Economics,CPI-24JUN-T0.0,KXCPI,CPI-24JUN,Will CPI rise more than 0.0% in June 2024?,no,finalized,2024-05-16T14:00:00Z,2024-07-11T12:25:00Z,2024-07-11,2024-07-11T16:08:01.374641Z,18116,Research/EconomicsMarkets/markets.csv
economics_phase_ii_017,phase_ii,Economics,CPIYOY-24JUL-T2.9,KXCPIYOY,CPIYOY-24JUL,Will the rate of CPI inflation be above 2.9% for the year ending in July 2024?,no,finalized,2024-06-13T21:00:00Z,2024-08-14T12:25:00Z,2024-08-14,2024-08-14T16:42:00.987962Z,17997,Research/EconomicsMarkets/markets.csv
economics_phase_ii_018,phase_ii,Economics,AAAGASM-24AUG31-US-3.35,KXAAAGASM,AAAGASM-24AUG31-US,Will average **gas prices** be above $3.35?,no,finalized,2024-07-29T17:00:00Z,2024-08-31T03:59:00Z,2024-08-31,2024-09-02T13:12:00.8008Z,16172,Research/EconomicsMarkets/markets.csv
economics_phase_ii_019,phase_ii,Economics,AAAGASM-24AUG31-US-3.45,KXAAAGASM,AAAGASM-24AUG31-US,Will average **gas prices** be above $3.45?,no,finalized,2024-07-29T17:00:00Z,2024-08-31T03:59:00Z,2024-08-31,2024-09-02T13:12:00.820873Z,15876,Research/EconomicsMarkets/markets.csv
economics_phase_ii_020,phase_ii,Economics,FED-24JUL-T4.50,KXFED,FED-24JUL,Will the upper bound of the federal funds rate be above 4.50% following the Fed's July meeting?,yes,finalized,2023-07-06T14:00:00Z,2024-07-31T17:55:00Z,2024-07-31,2024-08-01T08:54:00.411476Z,14291,Research/EconomicsMarkets/markets.csv
economics_phase_ii_021,phase_ii,Economics,AAAGASW-24JUL08-US-3.491,KXAAAGASW,AAAGASW-24JUL08-US,Will average **gas prices** be above $3.491?,yes,finalized,2024-07-01T14:00:00Z,2024-07-08T03:59:00Z,2024-07-08,2024-07-08T16:06:00.507936Z,13364,Research/EconomicsMarkets/markets.csv
economics_phase_ii_022,phase_ii,Economics,PAYROLLS-24JUN-T100000,KXPAYROLLS,PAYROLLS-24JUN,Will above 100000 jobs be added in June 2024?,yes,finalized,2024-05-24T14:00:00Z,2024-07-05T12:25:00Z,2024-07-05,2024-07-05T16:06:00.367184Z,13040,Research/EconomicsMarkets/markets.csv
economics_phase_ii_023,phase_ii,Economics,AAAGASW-24AUG05-US-3.505,KXAAAGASW,AAAGASW-24AUG05-US,Will average **gas prices** be above $3.505?,no,finalized,2024-07-29T14:00:00Z,2024-08-05T03:59:00Z,2024-08-05,2024-08-05T16:09:00.933173Z,11806,Research/EconomicsMarkets/markets.csv
economics_phase_ii_024,phase_ii,Economics,PAYROLLS-24JUL-T150000,KXPAYROLLS,PAYROLLS-24JUL,Will above 150000 jobs be added in July 2024?,no,finalized,2024-06-21T14:00:00Z,2024-08-02T12:25:00Z,2024-08-02,2024-08-02T16:11:00.780182Z,11187,Research/EconomicsMarkets/markets.csv
economics_phase_ii_025,phase_ii,Economics,PAYROLLS-24JUN-T272000,KXPAYROLLS,PAYROLLS-24JUN,Will above 272000 jobs be added in June 2024?,no,finalized,2024-06-07T12:31:00Z,2024-07-05T12:25:00Z,2024-07-05,2024-07-05T16:07:00.687875Z,11141,Research/EconomicsMarkets/markets.csv
economics_phase_ii_026,phase_ii,Economics,GDP-24JUL25-T2.9,KXGDP,GDP-24JUL25,Will **real GDP** increase by more than 2.9% in Q2?,no,finalized,2024-04-23T14:00:00Z,2024-07-25T12:25:00Z,2024-07-25,2024-07-25T16:25:01.224283Z,10847,Research/EconomicsMarkets/markets.csv
economics_phase_ii_027,phase_ii,Economics,FED-24JUL-T4.75,KXFED,FED-24JUL,Will the upper bound of the federal funds rate be above 4.75% following the Fed's July meeting?,yes,finalized,2023-07-06T14:00:00Z,2024-07-31T17:55:00Z,2024-07-31,2024-08-01T08:54:00.435997Z,10192,Research/EconomicsMarkets/markets.csv
economics_phase_ii_028,phase_ii,Economics,GDP-24JUL25-T2.4,KXGDP,GDP-24JUL25,Will **real GDP** increase by more than 2.4% in Q2?,yes,finalized,2024-04-23T14:00:00Z,2024-07-25T12:25:00Z,2024-07-25,2024-07-25T16:25:01.233976Z,9386,Research/EconomicsMarkets/markets.csv
economics_phase_ii_029,phase_ii,Economics,CPI-24JUL-T0.2,KXCPI,CPI-24JUL,Will CPI rise more than 0.2% in July 2024?,no,finalized,2024-06-13T14:00:00Z,2024-08-14T12:25:00Z,2024-08-14,2024-08-14T16:44:00.989109Z,8971,Research/EconomicsMarkets/markets.csv
economics_phase_ii_030,phase_ii,Economics,PAYROLLS-24JUN-T250000,KXPAYROLLS,PAYROLLS-24JUN,Will above 250000 jobs be added in June 2024?,no,finalized,2024-05-24T14:00:00Z,2024-07-05T12:25:00Z,2024-07-05,2024-07-05T16:11:00.152553Z,8082,Research/EconomicsMarkets/markets.csv
economics_phase_ii_031,phase_ii,Economics,AAAGASW-24JUL22-US-3.521,KXAAAGASW,AAAGASW-24JUL22-US,Will average **gas prices** be above $3.521?,no,finalized,2024-07-15T12:00:00Z,2024-07-22T03:59:00Z,2024-07-22,2024-07-22T16:03:00.519212Z,7895,Research/EconomicsMarkets/markets.csv
economics_phase_ii_032,phase_ii,Economics,AAAGASM-24AUG31-US-3.50,KXAAAGASM,AAAGASM-24AUG31-US,Will average **gas prices** be above $3.50?,no,finalized,2024-07-29T17:00:00Z,2024-08-31T03:59:00Z,2024-08-31,2024-09-02T13:12:00.839992Z,7751,Research/EconomicsMarkets/markets.csv
economics_phase_ii_033,phase_ii,Economics,CPI-24JUN-T-0.1,KXCPI,CPI-24JUN,Will CPI rise more than -0.1% in June 2024?,no,finalized,2024-05-16T14:00:00Z,2024-07-11T12:25:00Z,2024-07-11,2024-07-11T16:08:01.039543Z,7697,Research/EconomicsMarkets/markets.csv
economics_phase_ii_034,phase_ii,Economics,CPIYOY-24JUL-T3.0,KXCPIYOY,CPIYOY-24JUL,Will the rate of CPI inflation be above 3.0% for the year ending in July 2024?,no,finalized,2024-06-13T14:00:00Z,2024-08-14T12:25:00Z,2024-08-14,2024-08-14T16:42:00.918046Z,7506,Research/EconomicsMarkets/markets.csv
economics_phase_ii_035,phase_ii,Economics,AAAGASW-24AUG19-US-3.443,KXAAAGASW,AAAGASW-24AUG19-US,Will average **gas prices** be above $3.443?,no,finalized,2024-08-12T14:00:00Z,2024-08-19T03:59:00Z,2024-08-19,2024-08-19T16:22:00.867831Z,7000,Research/EconomicsMarkets/markets.csv
economics_phase_ii_036,phase_ii,Economics,CPI-24JUL-T0.0,KXCPI,CPI-24JUL,Will CPI rise more than 0.0% in July 2024?,yes,finalized,2024-06-13T14:00:00Z,2024-08-14T12:25:00Z,2024-08-14,2024-08-14T16:44:01.082278Z,6985,Research/EconomicsMarkets/markets.csv
economics_phase_ii_037,phase_ii,Economics,PAYROLLS-24JUN-T300000,KXPAYROLLS,PAYROLLS-24JUN,Will above 300000 jobs be added in June 2024?,no,finalized,2024-05-24T14:00:00Z,2024-07-05T12:25:00Z,2024-07-05,2024-07-05T16:11:00.667959Z,6192,Research/EconomicsMarkets/markets.csv
economics_phase_ii_038,phase_ii,Economics,PAYROLLS-24JUL-T200000,KXPAYROLLS,PAYROLLS-24JUL,Will above 200000 jobs be added in July 2024?,no,finalized,2024-06-21T14:00:00Z,2024-08-02T12:25:00Z,2024-08-02,2024-08-02T16:11:00.750843Z,6187,Research/EconomicsMarkets/markets.csv
economics_phase_ii_039,phase_ii,Economics,AAAGASM-24JUL31-US-3.45,KXAAAGASM,AAAGASM-24JUL31-US,Will average **gas prices** be above $3.45?,yes,finalized,2024-06-30T14:00:00Z,2024-07-31T03:59:00Z,2024-07-31,2024-07-31T18:19:01.356656Z,6035,Research/EconomicsMarkets/markets.csv
economics_phase_ii_040,phase_ii,Economics,AAAGASW-24AUG12-US-3.472,KXAAAGASW,AAAGASW-24AUG12-US,Will average **gas prices** be above $3.472?,no,finalized,2024-08-05T14:00:00Z,2024-08-12T03:59:00Z,2024-08-12,2024-08-12T16:13:01.375223Z,5752,Research/EconomicsMarkets/markets.csv
economics_phase_ii_041,phase_ii,Economics,GDP-24JUL25-T1.6,KXGDP,GDP-24JUL25,Will **real GDP** increase by more than 1.6% in Q2?,yes,finalized,2024-04-25T12:35:00Z,2024-07-25T12:25:00Z,2024-07-25,2024-07-25T16:30:01.048631Z,5425,Research/EconomicsMarkets/markets.csv
economics_phase_ii_042,phase_ii,Economics,PAYROLLS-24JUL-T250000,KXPAYROLLS,PAYROLLS-24JUL,Will above 250000 jobs be added in July 2024?,no,finalized,2024-06-21T14:00:00Z,2024-08-02T12:25:00Z,2024-08-02,2024-08-02T16:04:00.8801Z,5167,Research/EconomicsMarkets/markets.csv
economics_phase_ii_043,phase_ii,Economics,AAAGASM-24AUG31-US-3.55,KXAAAGASM,AAAGASM-24AUG31-US,Will average **gas prices** be above $3.55?,no,finalized,2024-07-29T17:00:00Z,2024-08-31T03:59:00Z,2024-08-31,2024-09-02T13:12:00.850076Z,4808,Research/EconomicsMarkets/markets.csv
economics_phase_ii_044,phase_ii,Economics,GDP-24JUL25-T3.4,KXGDP,GDP-24JUL25,Will **real GDP** increase by more than 3.4% in Q2?,no,finalized,2024-04-23T14:00:00Z,2024-07-25T12:25:00Z,2024-07-25,2024-07-25T16:25:01.204212Z,4756,Research/EconomicsMarkets/markets.csv
economics_phase_ii_045,phase_ii,Economics,GDP-24JUL25-T1.4,KXGDP,GDP-24JUL25,Will **real GDP** increase by more than 1.4% in Q2?,yes,finalized,2024-04-23T14:00:00Z,2024-07-25T12:25:00Z,2024-07-25,2024-07-25T16:25:01.268277Z,4709,Research/EconomicsMarkets/markets.csv
economics_phase_ii_046,phase_ii,Economics,PAYROLLS-24JUL-T100000,KXPAYROLLS,PAYROLLS-24JUL,Will above 100000 jobs be added in July 2024?,yes,finalized,2024-06-21T14:00:00Z,2024-08-02T12:25:00Z,2024-08-02,2024-08-02T16:04:01.460555Z,4330,Research/EconomicsMarkets/markets.csv
economics_phase_ii_047,phase_ii,Economics,AAAGASM-24JUL31-US-3.55,KXAAAGASM,AAAGASM-24JUL31-US,Will average **gas prices** be above $3.55?,no,finalized,2024-06-30T14:00:00Z,2024-07-31T03:59:00Z,2024-07-31,2024-07-31T18:19:00.901752Z,4162,Research/EconomicsMarkets/markets.csv
economics_phase_ii_048,phase_ii,Economics,AAAGASW-24JUL15-US-3.506,KXAAAGASW,AAAGASW-24JUL15-US,Will average **gas prices** be above $3.506?,yes,finalized,2024-07-08T14:00:00Z,2024-07-15T03:59:00Z,2024-07-15,2024-07-15T16:06:00.390422Z,3890,Research/EconomicsMarkets/markets.csv
economics_phase_ii_049,phase_ii,Economics,AAAGASW-24JUL29-US-3.501,KXAAAGASW,AAAGASW-24JUL29-US,Will average **gas prices** be above $3.501?,yes,finalized,2024-07-23T14:00:00Z,2024-07-29T03:59:00Z,2024-07-29,2024-07-29T16:11:00.637193Z,3798,Research/EconomicsMarkets/markets.csv
economics_phase_ii_050,phase_ii,Economics,GDP-24JUL25-T1.9,KXGDP,GDP-24JUL25,Will **real GDP** increase by more than 1.9% in Q2?,yes,finalized,2024-04-23T14:00:00Z,2024-07-25T12:25:00Z,2024-07-25,2024-07-25T16:25:01.248294Z,3477,Research/EconomicsMarkets/markets.csv
entertainment_phase_i_001,phase_i,Entertainment,OSCARPIC-24-O,KXOSCARPIC,OSCARPIC-24,Will Oppenheimer win Best Picture at the Oscars?,yes,finalized,2023-08-15T12:00:00Z,2024-03-11T14:12:06.100183Z,2024-03-11,2024-03-11T18:00:01.638486Z,104603,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_002,phase_i,Entertainment,OSCARACTO-24-CM,KXOSCARACTO,OSCARACTO-24,Will Cillian Murphy win Best Actor at the Oscars?,yes,finalized,2023-08-16T14:00:00Z,2024-03-11T14:09:28.360323Z,2024-03-11,2024-03-11T18:00:01.078117Z,71929,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_003,phase_i,Entertainment,OSCARACTR-24-ES,KXOSCARACTR,OSCARACTR-24,Will Emma Stone win Best Actress at the Oscars?,yes,finalized,2023-10-05T22:00:00Z,2024-03-11T14:10:59.006374Z,2024-03-11,2024-03-11T16:16:00.682769Z,69231,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_004,phase_i,Entertainment,OSCARACTR-24-LG,KXOSCARACTR,OSCARACTR-24,Will Lily Gladstone win Best Actress at the Oscars?,no,finalized,2023-10-05T22:00:00Z,2024-03-11T14:11:01.598123Z,2024-03-11,2024-03-11T16:16:00.823687Z,62349,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_005,phase_i,Entertainment,OSCARACTO-24-PG,KXOSCARACTO,OSCARACTO-24,Will Paul Giamatti win Best Actor at the Oscars?,no,finalized,2023-08-16T14:00:00Z,2024-03-11T14:09:22.735571Z,2024-03-11,2024-03-11T16:17:00.8685Z,48093,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_006,phase_i,Entertainment,OSCARDIR-24-CN,KXOSCARDIR,OSCARDIR-24,Will Christopher Nolan win Best Director at the Oscars?,yes,finalized,2023-08-16T14:00:00Z,2024-03-11T14:10:08.767577Z,2024-03-11,2024-03-11T16:16:00.75821Z,38592,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_007,phase_i,Entertainment,OSCAR,KXOSCARPIC,OSCARPIC-24,Will Poor Things win Best Picture at the Oscars?,no,finalized,2023-11-04T20:00:00Z,2024-03-11T14:12:20.708686Z,2024-03-11,2024-03-11T16:15:00.838136Z,36684,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_008,phase_i,Entertainment,OSCARPIC-24-B,KXOSCARPIC,OSCARPIC-24,Will Barbie win Best Picture at the Oscars?,no,finalized,2023-08-15T12:00:00Z,2024-03-11T14:15:58.975561Z,2024-03-11,2024-03-11T18:00:01.668155Z,34961,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_009,phase_i,Entertainment,OSCARSUPACTO-24-RDJ,KXOSCARSUPACTO,OSCARSUPACTO-24,Will Robert Downey Jr. win Supporting Actor at the Oscars?,yes,finalized,2023-08-16T14:00:00Z,2024-03-11T14:06:57.47017Z,2024-03-11,2024-03-11T18:01:00.633838Z,34389,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_010,phase_i,Entertainment,OSCARPIC-24-KOTFM,KXOSCARPIC,OSCARPIC-24,Will Killers of the Flower Moon win Best Picture at the Oscars?,no,finalized,2023-08-15T12:00:00Z,2024-03-11T14:12:00.615448Z,2024-03-11,2024-03-11T16:16:00.15323Z,34293,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_011,phase_i,Entertainment,OSCARPIC-AF,KXOSCARPIC,OSCARPIC-24,Will American Fiction win Best Picture at the Oscars?,no,finalized,2023-11-04T19:30:56Z,2024-03-11T14:12:27.295619Z,2024-03-11,2024-03-11T16:39:01.86824Z,32165,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_012,phase_i,Entertainment,OSCARACTR-24-SH,KXOSCARACTR,OSCARACTR-24,Will Sandra Hüller win Best Actress at the Oscars?,no,finalized,2023-08-16T14:00:00Z,2024-03-11T14:10:47.688029Z,2024-03-11,2024-03-11T17:59:00.218621Z,28963,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_013,phase_i,Entertainment,TOPSONG-24MAY18-NLU,KXTOPSONG,TOPSONG-24MAY18,Will Not Like Us be the #1 song on the Billboard Hot 100 charts this week?,yes,finalized,2024-05-05T14:00:00Z,2024-05-13T03:59:00Z,2024-05-13,2024-05-14T16:06:00.835807Z,26119,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_014,phase_i,Entertainment,GRAMAOTY-66-M,KXGRAMAOTY,GRAMAOTY-66,Will Midnights win Album of the Year at the Grammys?,yes,finalized,2023-11-14T18:25:00Z,2024-02-05T15:01:59.570685Z,2024-02-05,2024-02-05T17:17:00.356374Z,22194,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_015,phase_i,Entertainment,OSCARPIC-24-AOAF,KXOSCARPIC,OSCARPIC-24,Will Anatomy of a Fall win Best Picture at the Oscars?,no,finalized,2023-11-04T19:30:00Z,2024-03-11T14:12:30.603636Z,2024-03-11,2024-03-11T16:39:01.833196Z,18784,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_016,phase_i,Entertainment,GRAMBNA-66-IS,KXGRAMBNA,GRAMBNA-66,Will Ice Spice win Best New Artist at the Grammys?,no,finalized,2023-11-14T17:30:00Z,2024-02-05T15:00:41.85772Z,2024-02-05,2024-02-05T17:17:00.820896Z,18723,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_017,phase_i,Entertainment,OSCARSUPACTR-24-DJR,KXOSCARSUPACTR,OSCARSUPACTR-24,Will Da''Vine Joy Randolph win Supporting Actress at the Oscars?,yes,finalized,2023-08-16T14:00:00Z,2024-03-11T14:01:43.339062Z,2024-03-11,2024-03-11T18:01:00.652791Z,18661,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_018,phase_i,Entertainment,GRAMSOTY-66-WWIMF,KXGRAMSOTY,GRAMSOTY-66,Will What Was I Made For? win Song of the Year at the Grammys?,yes,finalized,2023-11-14T18:20:00Z,2024-02-05T15:01:36.39571Z,2024-02-05,2024-02-05T17:17:00.386408Z,18414,Research/EntertainmentMarkets/markets.csv
entertainment_phase_i_019,phase_i,Entertainment,OSCARPIC-24-TZOI,KXOSCARPIC,OSCARPIC-24,Will The Zone of Interest win Best Picture at the Oscars?,no,finalized,2023-08-15T12:00:00Z,2024-03-11T14:12:17.6008Z,2024-03-11,2024-03-11T16:15:00.847893Z,17671,Research/EntertainmentMarkets/markets.csv
