category,market_slug,event_slug,condition_id,title,resolution,status,open_time,close_time,settlement_ts,volume,keywords
Science and Technology,global-heat-increase-between-1pt22c-and-1pt24c-for-2024,global-heat-increase-2024,0x43905da101b102a1867fcb36b15b41b29282b568202f079152933e021cc2b8cf,Global heat increase between 1.22°C and 1.24°C for 2024?,No,closed,2024-08-28T20:33:06.236Z,2024-12-31T12:00:00Z,2025-01-10T19:37:21Z,9466873.29085309,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-an-ai-win-the-5-million-ai-math-olympiad-prize-before-august,will-an-ai-win-the-5-million-ai-math-olympiad-prize-before-august,0x83d54a5c731d481c19a036e79d61abf4494aca763df637ed24db463f1ace3b1a,Will an AI win the $5 million AI Math Olympiad Prize before August?,No,closed,2023-11-27T18:29:13.328Z,2024-08-01T00:00:00Z,2024-08-01T02:27:02Z,275764.313144,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-satoshi-nakamotos-identity-not-be-proven-in-2024,when-will-satoshis-identity-be-proven,0xa05e93dbcfefc56ee0ab0151512dccaae63840650eaae9ed8a89d5dcbe238f22,Will Satoshi Nakamoto's identity not be proven in 2024?,Yes,closed,2024-02-27T20:44:30.102Z,2024-12-31T00:00:00Z,2025-01-01T08:43:20Z,273034.369216001,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,base-airdrop-by-june-30,airdrops-by-june-30,0x961c210811570905b5eb8df00272a7760c77dcfe44ddf5b7f8503695d887c3cb,Base airdrop by June 30?,No,closed,2024-02-14T21:37:00Z,2024-06-28T12:00:00Z,2024-07-01T06:25:52Z,268035.624912,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-four-spacex-starship-launches-successfully-reach-outer-space-in-2024,how-many-spacex-starship-launches-reach-space-in-2024,0x154efa11ed56deca4d0d06adf2bb711a420f5128f2a274be0d6631ed4380ca78,Will four SpaceX Starship launches successfully reach outer space in 2024?,Yes,closed,2024-03-20T22:17:29.326Z,2024-12-30T12:00:00Z,2025-01-01T09:48:06Z,262564.338807,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-the-november-2024-temperature-increase-be-between-1pt30-1pt34c,november-2024-temperature-increase-c,0x242cae40e31fe67f49a98530c0d7ef59e9c7705caa47039128f0a35871912223,Will the November 2024 temperature increase be between 1.30-1.34°C?,Yes,closed,2024-11-06T18:56:09.533Z,2024-11-30T12:00:00Z,2024-12-10T19:17:27Z,246733.375768,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-milton-make-landfall-as-a-category-3,milton-landfall-at-what-category,0x8540502d22a63edb72be7680ee1968e0f06ef1ebf8f46c45266a67ddede01db8,Will Milton make landfall as a category 3?,Yes,closed,2024-10-07T16:42:47.087971Z,2024-10-31T12:00:00Z,2024-10-10T03:39:03Z,246125.922148,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-sam-altman-take-equity-in-openai-in-2024,will-sam-altman-take-equity-in-openai-in-2024,0x43abdf5ebd092b73ba2b8642f89f4fbe94931b88b869901e23bd01570911abf4,Will Sam Altman take equity in OpenAI in 2024?,No,closed,2024-09-26T18:05:10.556443Z,2024-12-31T12:00:00Z,2025-01-01T14:18:12Z,236284.147901,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-2024-have-the-hottest-march-on-record,will-2024-have-the-hottest-march-on-record,0x9cbba2c881daeda51045b50bd0528d495dd62704b62f12db0aa6ede56ae4ac7a,Will 2024 have the hottest March on record?,Yes,closed,2024-02-27T18:56:15.53Z,2024-05-01T00:00:00Z,2024-04-10T20:12:08Z,232240.080312,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,august-temperature-increase-greater-than-1pt29c,august-2024-temperature-increase-c,0x2c95c926e924f243aab41e96a90d22fcaf8cf273a678a07c49abb95fde489678,August temperature increase greater than 1.29°C?,Yes,closed,2024-08-13T19:30:58.411334Z,2024-08-31T12:00:00Z,2024-09-10T18:23:54Z,213686.352847,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,monkeypox-lab-leak-confirmed-by-us-in-2024,monkeypox-lab-leak-confirmed-by-us-in-2024,0x44d967c9127316a0c7212d1fc2311bd6a159e5b4db4255b5a24dd41b9ddcf351,Monkeypox lab leak confirmed by US in 2024?,No,closed,2024-08-15T20:02:57.777Z,2024-12-31T12:00:00Z,2025-01-01T08:22:52Z,205362.172655,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,10-monkeypox-cases-in-us-by-october-31,10-monkeypox-cases-in-us-by-october-31,0x859a71f71c7ab7f51bc6f50c53be146367809a1ee4417a7568c67e24b27e44ef,10+ monkeypox cases in US by October 31?,No,closed,2024-08-16T21:05:03.48Z,2024-10-31T12:00:00Z,2024-11-01T11:00:39Z,195764.847484,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,100-bird-flu-cases-in-us-by-2025,100-bird-flu-cases-in-us-by-2025,0x80deadab86a66618fe685e817bf72c57e97eb4d9e80bd0deafbbcad672d20758,100+ Bird Flu cases in U.S. before 2025?,No,closed,2024-12-19T20:59:52.552Z,2024-12-31T12:00:00Z,2025-01-01T08:33:22Z,194610.638041,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-2024-have-the-hottest-may-on-record,will-2024-have-the-hottest-may-on-record,0xec863f6b45e78fd9edd6d21a85542eeda3a31e163f8d0a3cd283d68f605b9fb6,2024 May hottest on record?,Yes,closed,,2024-06-01T12:00:00Z,2024-06-11T17:27:16Z,190128.483321,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,aleo-airdrop-by-june-30,airdrops-by-june-30,0xe7c43eda621df40f413086178b8b9f1995948e334760c0569cb0b4e7253c3a87,Aleo airdrop by June 30?,No,closed,2024-02-14T21:37:00Z,2024-06-28T00:00:00Z,2024-07-01T09:08:58Z,174682.26409,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,100-monkeypox-cases-in-us-by-october-31,100-monkeypox-cases-in-us-by-october-31,0xdf2cf66c49a15e646079c5c3823d97bfdaa607c6111bd4cc508f5db980809368,100+ monkeypox cases in US by October 31?,No,closed,2024-08-16T21:04:54.877Z,2024-10-31T12:00:00Z,2024-11-01T09:14:49Z,173389.059519,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-2024-have-the-hottest-february-on-record,will-2024-have-the-hottest-february-on-record,0x109d5b911a6cfc4c58a0a4f0c418d45fc45ad0e0743c2701a409884b4754203a,Will 2024 have the hottest February on record?,Yes,closed,2024-02-08T20:57:06.325Z,2024-03-01T00:00:00Z,2024-03-11T18:17:25Z,171982.147874,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-elon-respond-to-openai-today,will-elon-respond-to-openai-today,0xb9956afc856de340e85dbea6094e37457cf32e9067eb8a52eecfe7dc7fddd65f,Will Elon respond to OpenAI today?,No,closed,2024-12-13T20:41:15.228424Z,2024-12-13T12:00:00Z,2024-12-14T09:22:40Z,168768.846089,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-the-blast-bridge-be-exploited-by-end-of-february,will-the-blast-bridge-be-exploited-by-end-of-february,0x3b2f21064327d4ba4b6d7281f0f2d18e19607243da78021955875d3201750680,Will the Blast bridge be exploited by end of February?,No,closed,2023-11-24T18:18:29.66Z,2024-02-28T00:00:00Z,2024-03-01T08:01:59Z,161523.23640599998,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-gpt-4-have-500b-parameters,will-gpt-4-have-500b-parameters,0x34cf158202fa1b5ef7353355c78abead09788c12d0dd3e48d1809429b91f0405,Will GPT-4 have 500b+ parameters?,Yes,closed,2023-02-16T15:49:35.218Z,2023-12-31T00:00:00Z,2024-01-18T11:02:32Z,144161.80180400002,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-may-2024-show-an-increase-between-1pt03c-1pt09c,may-2024-temperature-increase-c,0x1a660c73a5f7c6b036bc9b9cd580b2da33f6b678ab45a07aefaa783456b44a78,Will May 2024 show an increase between 1.03°C-1.09°C,No,closed,,2024-06-01T12:00:00Z,2024-06-11T21:05:04Z,142041.775318,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,confirmed-case-of-monkeypox-in-us-by-october-31,confirmed-case-of-monkeypox-in-us-by-october-31,0xbaf1c59cb5cdce52404742c1217b307b7da77f05cd9e874de14d094657ffd263,Confirmed case of monkeypox in US by Oct 31?,No,closed,2024-08-27T21:08:49.137Z,2024-10-31T12:00:00Z,2024-11-01T06:45:29Z,138833.742328,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,scroll-airdrop-by-june-30,airdrops-by-june-30,0x0c187b260d8e25faeb8c4741aabf5bf074889b2c2c9c3991ff54c50009a29dc2,Scroll airdrop by June 30?,No,closed,2024-02-15T17:18:21.734Z,2024-06-29T12:00:00Z,2024-07-01T07:19:44Z,138679.516688,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-the-final-global-heat-increase-be-1pt15-or-greater-for-2023,2023-global-heat-increase,0xc22f43156d3420e7b29c48a2f1446cd559fb9e821de8b8eb13ad1db630ff5344,Will the final global heat increase be 1.15 or greater for 2023?,Yes,closed,2023-09-26T20:08:06.972Z,2023-12-31T00:00:00Z,2024-01-12T19:47:07Z,138174.792319,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,spacex-starship-launch-tomorrow,spacex-starship-launch-tomorrow,0x8e7e0c60fd518fc0d2d9d2a002d532fab015a3f454b72816911ec965b97d548f,SpaceX Starship launch today? ,Yes,closed,2024-11-18T15:23:25.318Z,2024-11-19T12:00:00Z,2024-11-20T00:04:49Z,136191.222501,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,bryan-johnsons-average-nighttime-erection-2h-13m-in-december,bryan-johnsons-average-nighttime-erection-2h-13m-in-december,0xd53aaeea5228cc88ae0673c4a39a77734078e88f378d64f0fc3945b420b90aa7,Bryan Johnson’s average nighttime erection 2h 12m+ in Dec?,Yes,closed,2024-12-03T17:57:52.701Z,2024-12-31T12:00:00Z,2024-12-24T05:08:39Z,128497.788576,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-may-2024-show-an-increase-of-less-than-1pt03c,may-2024-temperature-increase-c,0x07954fd1965dea6b78eaa5f6823d3546b8219a284fd89b27454b7f05f4098340,Will May 2024 show an increase of less than 1.03C?,No,closed,2024-05-10T20:53:03.545Z,2024-06-01T12:00:00Z,2024-06-11T21:05:00Z,128471.01039,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,drift-airdrop-by-june-30,airdrops-by-june-30,0x4d754e7a11e10983076618f64986997f68c41e60300ced92e553a05665d667b0,Drift airdrop by June 30?,Yes,closed,2024-02-15T17:18:41.223Z,2024-06-28T12:00:00Z,2024-05-16T20:27:38Z,127880.979443,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,august-temperature-increase-by-between-1pt25-1pt29c,august-2024-temperature-increase-c,0xfa7c3f38df227ee85db0511e88ecc329e6d715476a36017211723dfda23b1dce,August temperature increase by between 1.25-1.29°C?,No,closed,2024-08-13T19:29:01.394954Z,2024-08-31T12:00:00Z,2024-09-10T18:23:48Z,122453.224666,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,swell-airdrop-by-june-30,airdrops-by-june-30,0xa5a40f22b59378af8e06d059934eaa8ad0e6dd0c91aee2f7033905aac3dfb4c7,Swell airdrop by June 30?,No,closed,2024-02-21T17:11:32.206Z,2024-06-30T12:00:00Z,2024-07-01T08:04:07Z,121927.728017,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,tsunami-flooding-in-downtown-san-francisco,tsunami-flooding-in-downtown-san-francisco,0x57f525c3f33a8b69ffac04f80a63c20dcbd5b436a4f28210b763fca00b283172,Tsunami flooding in downtown San Francisco?,No,closed,2024-12-05T19:27:18.431549Z,2024-12-05T12:00:00Z,2024-12-06T07:15:16Z,117215.851338,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-the-us-confirm-that-aliens-exist-in-2023,will-the-us-confirm-that-aliens-exist-in-2023,0x64419bdeef784be9ff2de0d7800f6e24242369be5b8e293458789b5287a9952b,Will the US confirm that aliens exist in 2023?,No,closed,2023-08-24T17:41:12.796Z,2023-12-31T00:00:00Z,2024-01-01T08:32:10Z,116417.992913,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,mystery-drones-shot-down-by-next-friday,mystery-drones-shot-down-by-next-friday,0x8adfa7b4bdd9536fd63ea96e58dd3fc2b186c05f720c4e6565f76ba8f28f1e9b,Mystery drones shot down by Friday?,No,closed,2024-12-13T22:36:31.375Z,2024-12-20T12:00:00Z,2024-12-21T07:12:19Z,115104.469974,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,2024-june-hottest-on-record,2024-june-hottest-on-record,0xbcb307604e203db5f45ddfa06695b9ed8ee9e8c8284252807f146d9c105b7981,2024 June hottest on record?,Yes,closed,,2024-07-01T12:00:00Z,2024-07-10T17:48:21Z,114342.458038,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,metamask-airdrop-by-june-30,airdrops-by-june-30,0x861e6b64f7eedd49a81ca91a365a1148fb370261724993c2110dfb224709c7c7,MetaMask airdrop by June 30?,No,closed,2024-04-10T20:17:42.725Z,2024-06-30T12:00:00Z,2024-07-01T06:25:48Z,113799.288386,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-spacexs-starship-launch-before-march,will-spacexs-starship-launch-before-march,0xbc3553ba6ce5afb4f10ced16b380c87ef3a25da0c5aea61060c563a4a1703f11,Will SpaceX's Starship launch before March?,No,closed,2023-12-27T19:56:02.067Z,2024-02-29T00:00:00Z,2024-03-01T07:02:57Z,110285.054191,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,eigenlayer-airdrop-by-april,eigenlayer-airdrop-by-april,0x1cd10c97722cab039dfb6172f9aee90de3341b9a2bfbfed90014ea0d61a90011,EigenLayer airdrop by April?,No,closed,2023-11-30T20:22:10.016Z,2024-04-30T00:00:00Z,2024-05-01T06:05:25Z,108133.396379,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,elon-musk-bans-apple-devices-at-his-companies,elon-musk-bans-apple-devices-at-his-companies,0x969e08d4c0aef660cb54cb7e54e3571e50ce14e69f83f040ade77bf2d2719387,Elon Musk bans Apple devices at his companies?,No,closed,2024-06-10T23:34:01.074Z,2024-12-31T12:00:00Z,2025-01-01T08:08:34Z,99896.495406,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-the-final-global-heat-increase-be-1pt18-or-greater-for-2023,2023-global-heat-increase,0x7a2d7004ffeb4163c3bdde1bc075a5d369772357362f474e623c6bc09e0609e6,Will the final global heat increase be 1.18 or greater for 2023?,No,closed,2023-09-26T20:08:06.941Z,2023-12-31T00:00:00Z,2024-01-12T20:17:37Z,99623.745256,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-april-2024-show-an-increase-between-1pt20c-1pt25c,how-hot-will-april-2024-be,0x7fe1c5da1d0b1adac75a6b185a8ac59849ce20bfd2019ed7d45ef65a08a64c5c,Will April 2024 show an increase between 1.20°C-1.25°C?,No,closed,2024-04-11T00:18:05.726Z,2024-05-01T12:00:00Z,2024-05-10T19:14:42Z,98020.357328,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-april-2024-show-an-increase-of-greater-than-1pt31c,how-hot-will-april-2024-be,0x808fc2450113e86e89787be4bcd033ad198c656fe4d18bd7f48a4443f72acd8c,Will April 2024 show an increase of greater than 1.31°C?,Yes,closed,2024-04-11T00:18:27.366Z,2024-05-01T12:00:00Z,2024-05-10T18:25:34Z,97500.567336,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,spacex-starship-launch-by-nov-18,spacex-starship-launch-by-nov-18,0x7a9c74cacb418bd29122ffe68450ff7e4a18feb4b898c83012505c04baae1307,SpaceX Starship launch by Nov 18?,No,closed,2024-11-12T00:20:06.415578Z,2024-11-18T12:00:00Z,2024-11-19T07:02:56Z,95434.229121,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-the-october-2024-temperature-increase-be-between-1pt35-1pt40c,october-2024-temperature-increase-c,0x9c9b3923bac52ec0fb09a8257ba86552890660ccaa9082a7462b882f82762d9a,Will the October 2024 temperature increase be between 1.35-1.40°C?,No,closed,2024-10-23T19:58:19.164556Z,2024-10-31T12:00:00Z,2024-11-08T20:02:38Z,95316.469028,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-there-be-more-than-14-named-storms-during-atlantic-hurricane-season,number-of-named-storms-during-atlantic-hurricane-season,0xdc38b041dac04feb5136d909c1b5e4912f538e851cd14eac48d2af5f95a07e6a,Will there be more than 14 named storms during Atlantic Hurricane Season?,Yes,closed,2024-09-17T21:20:53.795Z,2024-12-01T12:00:00Z,2024-10-19T18:37:03Z,94831.70403,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-the-october-2024-temperature-increase-be-between-1pt23-1pt28c,october-2024-temperature-increase-c,0xc7220901f4240c463dc30055759c5b986a47180cc8a1d2512f54606b7fe8fbca,Will the October 2024 temperature increase be between 1.23-1.28°C?,No,closed,2024-10-23T19:57:27.355147Z,2024-10-31T12:00:00Z,2024-11-08T19:52:56Z,94761.163092,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,berachain-airdrop-by-june-30,airdrops-by-june-30,0x8a0f72d70c6843c1f12a6cedb67a96ad7ac1067067144703f85b230a7d3533e2,Berachain airdrop by June 30?,No,closed,2024-02-15T17:18:35.802Z,2024-06-28T12:00:00Z,2024-07-01T10:14:10Z,94595.623974,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,category-5-hurricane-hits-us-before-election,category-5-hurricane-hits-us-before-election,0xfe93e51fb62a364b63ecedabdce6ec478e8305fe44c065cb58a4e12a0d4a1934,Category 5 hurricane hits US before election?,No,closed,2024-10-09T22:41:53.460677Z,2024-11-04T12:00:00Z,2024-11-05T07:48:33Z,94457.306046,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,70f-in-nyc-in-december,70f-in-nyc-in-december,0x7716068dbaff8bf09bfcf73376063fe0ec974cc19dc4751a650426989a56d6cb,70°F in NYC in December?,No,closed,2024-11-22T18:14:22.92Z,2024-12-31T12:00:00Z,2025-01-01T09:26:36Z,94404.688008,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,rabby-airdrop-by-june-30,airdrops-by-june-30,0xc9058addb8f0f422eff95bbe7c14384d3d4600d26109c3f19fb8e2b4a3cc34bb,Rabby airdrop by June 30?,No,closed,2024-02-14T21:38:00Z,2024-06-28T12:00:00Z,2024-07-01T07:40:16Z,93645.919845,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-there-be-19-or-more-named-storms-during-the-2023-atlantic-hurricane-season,how-many-named-storms-during-atlantic-hurricane-season,0x2378951c1797e85658ab0d2460305a258ee3c802e549fd55653b190dd1d36782,Will there be 19 or more named storms during the 2023 Atlantic Hurricane Season?,Yes,closed,2023-05-24T18:01:11.713Z,2023-12-01T00:00:00Z,2023-10-19T00:06:09Z,91223.679851,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-may-2024-show-an-increase-greater-than-1pt30c,may-2024-temperature-increase-c,0xeb6caf5a1d87fc80e5a1f2c6c9a893d49b335b8274dcfbbc77356fea6c01fdea,Will May 2024 show an increase greater than 1.30C?,No,closed,2024-05-10T19:58:19.326Z,2024-05-31T12:00:00Z,2024-06-11T21:19:58Z,89595.819129,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,megaquake-in-september,megaquake-in-september,0xe8537d8a2baccc384fe79cba9ab3a01297a7865242dff70ab917d26f29a3da00,Megaquake in September?,No,closed,2024-09-03T23:43:13.602Z,2024-09-30T12:00:00Z,2024-10-01T06:42:22Z,89555.142884,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-the-october-2024-temperature-increase-be-less-than-1pt17c,october-2024-temperature-increase-c,0x9acf4f48c618ceca367f4a602e5be5762b3796ff38e572d2cfc1a8a0d83835c2,Will the October 2024 temperature increase be less than 1.17°C?,No,closed,2024-10-23T19:56:02.61128Z,2024-10-31T12:00:00Z,2024-11-08T20:07:42Z,84654.982942,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,tiktok-sale-announced-before-august,tiktok-sale-announced-before-august,0xb122e0e3150fc235ab62a0f17b04e7385c87e185790ef1d1a3816590ead9d2b7,TikTok sale announced before August?,No,closed,2024-03-13T21:15:40.072Z,2024-07-31T07:00:00Z,2024-08-01T06:19:04Z,82906.678142,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-sony-release-the-playstation-5-pro-in-q3-2024,when-will-sony-release-the-playstation-5-pro,0xce7c253c3cccb4f404d297e997439a8ec4c45a23dea2c8e99b0675b4c7436ad5,Will Sony release the Playstation 5 Pro in Q3 2024?,No,closed,2024-02-21T23:17:00Z,2024-09-28T00:00:00Z,2024-10-01T14:00:42Z,82503.594212,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,gpt5-announced-in-q2-2024,when-will-gpt-5-be-announced,0xf9ea84139f0755473c01dd4890d4d95525ba2e5916006cfec37f8a3ad2c5b96d,GPT-5 announced in Q2 2024?,No,closed,2024-04-02T15:55:17.401Z,2024-06-30T12:00:00Z,2024-07-01T13:21:19Z,82405.05526,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-three-spacex-starship-launches-successfully-reach-outer-space-in-2024,how-many-spacex-starship-launches-reach-space-in-2024,0xcd919e15574e7757ad705cf69ad4639aa3dee3cd7c4000fce7e8d42a76361eef,Will three SpaceX Starship launches successfully reach outer space in 2024?,No,closed,2024-03-20T22:17:33.373Z,2024-12-30T12:00:00Z,2024-11-20T02:15:16Z,82058.467722,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,megaquake-in-august,megaquake-in-august,0xcb3123c3b65d3da0f0d99a4f9f1c7d3f7e59e481905188752bfba2a4861b0eed,Megaquake in August?,No,closed,2024-08-12T16:09:43.034163Z,2024-08-31T12:00:00Z,2024-09-01T06:14:49Z,81650.673294,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,linea-airdrop-by-june-30,airdrops-by-june-30,0xbcf8f7764055a93d7def76d03856ca91057c4a85775c4fa281337e685cef4d60,Linea airdrop by June 30?,No,closed,2024-02-15T17:18:17.142Z,2024-06-29T12:00:00Z,2024-07-01T07:40:20Z,81059.894209,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,eip-4844-doesnt-launch-by-end-of-2024,gas-price-per-blob-1-month-after-eip-4844,0x70296345aaefabb93fb21f91f40f5de660ae188eff1c71becc86a74dfdf34738,EIP-4844 doesn't launch by end of 2024?,No,closed,2024-01-19T22:22:00Z,2024-12-29T00:00:00Z,2024-03-13T21:00:16Z,80635.315788,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-the-october-2024-temperature-increase-be-between-1pt17-1pt22c,october-2024-temperature-increase-c,0xac445b1e86761cf36d9dee78ab5b7d5c8af8808cf0e70013b3e5a1db4a5462bc,Will the October 2024 temperature increase be between 1.17-1.22°C?,No,closed,2024-10-23T19:56:54.085863Z,2024-10-31T12:00:00Z,2024-11-08T20:07:48Z,80341.886212,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,zircuit-airdrop-by-june-30,airdrops-by-june-30,0x7734667b7cf9b3db49d2f0a7583e87375310f88c43933d43437382e968b5421d,Zircuit airdrop by June 30?,No,closed,2024-02-27T21:44:38.425Z,2024-06-30T12:00:00Z,2024-07-01T07:54:54Z,79814.82026,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,azuro-airdrop-by-june-30,airdrops-by-june-30,0xb27d3daef7ab970410cf628a9330e46a78be59b68f220a3c24e60ca0111c8ab4,Azuro airdrop by June 30?,Yes,closed,2024-05-02T16:21:18.769Z,2024-06-30T12:00:00Z,2024-06-19T20:19:51Z,77550.046276,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-may-2024-show-an-increase-between-1pt24c-1pt30c,may-2024-temperature-increase-c,0x9cd8df6408d34f26762626d0e14ee9335a1f6cd744c1008994a2a6b1383f3354,Will May 2024 show an increase between 1.24°C-1.30°C,No,closed,2024-05-10T19:58:18.982Z,2024-06-01T12:00:00Z,2024-06-11T21:15:04Z,77492.632241,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,chatgpt-integration-with-iphones-before-october,chatgpt-integration-with-iphones-before-october,0xef5985407b96f2890c454fdd64038ed66eeccc9ffb2bb6811fb5fa4be306f776,ChatGPT integration with iPhone before October?,No,closed,2024-06-12T20:26:10.306Z,2024-09-30T12:00:00Z,2024-10-01T06:36:54Z,77065.348933,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,megaquake-in-october,megaquake-in-october,0xb655a5eb8829d2aca283da63aa93084031dde0ce729dbe6f07f4fa50b16ce526,Megaquake in October?,No,closed,2024-10-01T18:19:19.206741Z,2024-10-31T12:00:00Z,2024-11-01T06:50:07Z,75023.197106,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,another-monkeypox-case-in-us-in-2024,another-monkeypox-case-in-us-in-2024,0x4a8178ea565b60d73b25f28d73dcf4bfb6d2e449656512d745e5997329f8ac7b,Another monkeypox case in US in 2024?,No,closed,2024-11-21T21:52:14.169361Z,2024-12-31T12:00:00Z,2025-01-01T08:57:04Z,74213.757813,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-one-spacex-starship-launch-successfully-reach-outer-space-in-2024,how-many-spacex-starship-launches-reach-space-in-2024,0x0ebad42a93eedfa8c4ad032ea6a2b5e68e34dbd1f16d5261eabe242c3811ec39,Will one SpaceX Starship launch successfully reach outer space in 2024?,No,closed,2024-03-20T22:17:40.374Z,2024-12-31T12:00:00Z,2024-08-31T16:04:49Z,73965.810263,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-june-2024-have-a-temperature-increase-of-less-than-1pt09c,june-2024-temperature-increase-c,0xd0598cd28ae6aef98f3a55f4eaa10791bc3b3a1121b46de022fbd6d7965702e1,Will June 2024 have a temperature increase of less than 1.09°C?,No,closed,,2024-07-01T12:00:00Z,2024-07-10T18:47:13Z,72476.784394,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
