model,market_id,domain,source,brier_score,forecast_prob,outcome,R_local_tight,R_local_medium,R_local_broad,share_correct,share_approx,share_wrong,difficulty
claude-sonnet-4-6_1000,0xe6061d81b3109ad9a250ca9abf0d5b15c382a2a809e1f78ead7cb858ca6bdf5c,CommoditiesMarkets,recall,0.0144,0.12,0.0,0.49999999006589096,0.5000000059604656,0.6208053216942854,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x88d1f0bcae5608371e66908020e2e6824fc44384d56f3a1eae023a81011ca414,CommoditiesMarkets,recall,0.0025000000000000044,0.95,1.0,0.49999999006589096,0.5000000059604656,0.6174496172526946,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x65d59390537ae1cb117976afdd1d658ef0043b6c5b7d5aa7ba1266c63f5e390a,CommoditiesMarkets,recall,0.09,0.3,0.0,0.49999999006589096,0.5000000059604656,0.6208053216942854,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xe2108ed0eef6070f4dc5a2e600bec564f431c488f4b2b1161a3ee0d2f24376e0,CommoditiesMarkets,recall,0.0025000000000000005,0.05,0.0,0.49999999006589096,0.5000000059604656,0.6174496172526946,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xe3f024903e9547df7f16242b00cef6a9b0c5507b2f129cced11199d304dfd6d2,CommoditiesMarkets,recall,0.0016,0.04,0.0,0.49999999006589096,0.5000000059604656,0.6140939128111039,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x202d578307ff3dd831deb82781ffb80c526e5274d533c17dbaaf0f7b44becbb8,CommoditiesMarkets,recall,0.27040000000000003,0.52,0.0,0.49999999006589096,0.5000000059604656,0.6208053216942854,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x24a84336ed66d2ba73321fc89def4ef29db3541d492179d40da1e90fe18bd968,CommoditiesMarkets,recall,0.09,0.3,0.0,0.49999999006589096,0.5000000059604656,0.6140939128111039,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x4a1f2d9b45b220c20d8ef3bf53883fd809391d8d75232fb8b7d59e8f35f40d30,CommoditiesMarkets,recall,0.0025000000000000005,0.05,0.0,0.16666666335529698,0.45000000536441903,0.6140939128111039,0.3,0.3,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xb66e97bfd3326ac2e9112299cc7e63a0433cfb74d4cd4e540f9c24d20d324938,CommoditiesMarkets,recall,0.07840000000000001,0.72,1.0,0.8333333167764849,0.6000000071525587,0.6208053216942854,0.5,0.2,0.3,0.5020800371373583
claude-sonnet-4-6_1000,0xdcae9573d5680a2c958cca4676ed28df7a06861572124f3396cc60ab6b92b9c2,CommoditiesMarkets,forecast,0.055224999999999996,0.62,,0.5,0.5000000189161757,0.616666658890017,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x49c778d7b068e7d031b272b2660d829448f7d1e17cecf792416cba15cac56431,CommoditiesMarkets,forecast,0.41602500000000003,0.28,,0.5,0.5,0.6166666388216293,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x85d9eadb263a3688205737d1c624458de2f9ef2cc5c1cfbb765babad6bfdcacc,CommoditiesMarkets,forecast,0.18232900000000005,0.78,,0.49999998056589623,0.49999996501861427,0.6166666120179696,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xcbca4926398df4622033099a661c591c5d5b62f3ac11e1dc871c2a7592c74e32,CommoditiesMarkets,forecast,0.11222500000000002,0.07,,0.49999997312607014,0.5000000161243593,0.6166667395846089,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x18076e7d0f58a52d3d4f311d0456306edf16d1873cf5eef27d3ff044153e9576,CommoditiesMarkets,forecast,0.354025,0.78,,0.500000020212735,0.5000000363829241,0.6166666118227861,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xcf25ccc8360f3952139fb5e3f14cb9bb0636cb53d0e30e947321ceccab7e9780,CommoditiesMarkets,forecast,0.011025000000000009,0.35,,0.5,0.5,0.6166666666666667,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x4ac1e1a9a61da989b9dfe246332309bd5e4a2284fd9d4998526fe6e38f6bfe8f,CommoditiesMarkets,forecast,0.20249999999999996,0.58,,0.5000000117087157,0.4999999929747709,0.6166667550440629,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x022a45ba6957b5ade426720527f43577439948c2225d4f89b2b9fda32c582e70,CommoditiesMarkets,forecast,0.15602500000000002,0.12,,0.5000000148475101,0.5000000267255189,0.6166667552964139,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x34352feae03626fa48ee8106c2720975ed444b643e1111b0fa2770ca480da9f9,CommoditiesMarkets,forecast,0.0012250000000000002,0.22,,0.5000000221397718,0.5000000398515906,0.6166666065940946,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x7fa7fbf66935f5a318910d9d34dffd87fdaf5ca83becfcb583b584b0034b0533,CommoditiesMarkets,forecast,0.038025000000000024,0.35,,0.5000000182997055,0.49999998902017734,0.6166667434034386,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xbc8cb64b9776884fc7de2fc9bf0ca5aaa1c7e64bee609596fa4f47b286d96b97,CommoditiesMarkets,forecast,0.28090000000000004,0.22,,0.49999997249113665,0.5000000165053194,0.6166667087368936,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xf5fe7c8df70cb5440075ec24aa1b717c6ff2680bbba32b37c9af2e3e0100179f,CommoditiesMarkets,forecast,0.18489999999999998,0.18,,0.5,0.5000000230192786,0.6166667026278956,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xb6e8fbeb2891516113c9761de03ee067c65efa61846ab517016800894b33c717,CommoditiesMarkets,forecast,0.0006249999999999984,0.45,,0.5000000114692777,0.5000000206447004,0.6166666468630481,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x5545e8d332e92d96cfb9cfb787b0e207c0dae53299021bcd098f7ee59b761e80,CommoditiesMarkets,forecast,0.07022500000000001,0.28,,0.5000000248144426,0.49999998511133564,0.6166666434072645,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x0fa526e72d64e022219a7d77ea0acdae15398f7f4df3457583af6f3c3769d9d4,CommoditiesMarkets,forecast,0.0729,0.25,,0.5,0.5,0.6166666666666667,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x57a3afeee7934e904e1e431232a8be7ff979595cf38807657606d6362adb6e3c,CommoditiesMarkets,forecast,0.004899999999999993,0.35,,0.49999998743877155,0.49999997738978924,0.6166665916845142,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x4229acb9472e339f7980b6ec3bbc2e79edd7dc8e9de56e8c700811dea3d2bafa,CommoditiesMarkets,forecast,0.0625,0.62,,0.5,0.5,0.6166666463555058,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xa0728c5221ceec3cd1a6de7d8b54fb671385d355794f4da6c9cc8e2fa4d56aab,CommoditiesMarkets,forecast,0.006400000000000003,0.06,,0.5000000116019035,0.4999999930388581,0.6166667496589597,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x49428b5619f740df4bce69b5175e56c908c22bf6c425d2276b15c367e4eff977,CommoditiesMarkets,forecast,0.0006250000000000011,0.35,,0.5000000213138033,0.5000000383648472,0.6166666593063004,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xb83e7f7034ac55d793edd4f051ae56a01a786ed297b88f61bedcbe284d64d9ef,CommoditiesMarkets,forecast,0.10890000000000005,0.35,,0.5,0.5,0.6166667020691833,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xc7c99a2c2612576067c6acba21925eb648dad7de4a814e941fd059841e192dd5,CommoditiesMarkets,forecast,0.0004000000000000007,0.62,,0.5,0.5,0.6166666666666667,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xffe63153186b9f685328cbe65795408d369e4ffffb890ff667d050e9464b96d6,CommoditiesMarkets,forecast,0.050625,0.04,,0.5,0.5000000509648461,0.6166666121909193,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xa1d6591c5cc695364a454b375ea51664e00f85013076d894c4ec097ed29f7561,CommoditiesMarkets,forecast,0.140625,0.12,,0.5,0.5,0.6166666820555472,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x3b61c49654039f7c88b499509b53db5be114adc88550ea806c45dfc449bb6a45,CommoditiesMarkets,forecast,0.022500000000000006,0.38,,0.5,0.5,0.6166667157106119,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x0965dddf92f004b06666e88923b58b3301e2b60057c4f6f4b692540815889fea,CommoditiesMarkets,forecast,0.013224999999999997,0.07,,0.4999999868027413,0.49999997624493486,0.6166666503900476,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x1865f885ed36f0fe131ca6da26b551e05c72ca10daf1949d1d77c96cb23c21f5,CommoditiesMarkets,forecast,0.006400000000000003,0.42,,0.5,0.5000000282224316,0.6166667293204676,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x75546dcfa25f2cdd0edb5730ed2dc6f4b03940c2b1cb27eaefba47bfe434345d,CommoditiesMarkets,forecast,0.0729,0.04,,0.5,0.5,0.6166666141619475,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x3b0107a80edd066fe987784d7ab5963c177888433efbec10689951c17320606c,CommoditiesMarkets,forecast,0.006480250000000001,0.02,,0.5,0.5,0.6166666384712616,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xa0192d11031455f486dd13d43438c815e5ba135e2595039991a7d09a6b438989,CommoditiesMarkets,forecast,0.06426224999999998,0.22,,0.49999997757331016,0.5000000134560149,0.6166667275177605,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x23969ec06514ad241fda435742187a08c1b2b2d0b5080f0c0751c9dc0f2d886b,CommoditiesMarkets,forecast,0.16000000000000003,0.12,,0.5,0.5,0.6166666522342126,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x5f8e3b1182b374df1bf77b13af59e9e25182b3a1b936994a1f0176d9db6663f3,CommoditiesMarkets,forecast,0.3422250000000001,0.08,,0.5,0.5,0.6166667157314234,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x7fd2f50352ef2c9e7b462a46b893792d7a6bf510bf0bc2e1f07f85b1ea1e8ca8,CommoditiesMarkets,forecast,0.002500000000000002,0.15,,0.5,0.499999977221762,0.616666653556525,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x5248073daa191c17bc1f258289afacf89515479aab95a07165e0cd9dcbc73b47,CommoditiesMarkets,forecast,0.036100000000000014,0.28,,0.4999999857762622,0.49999997439727256,0.6166665986013457,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x76e7f72aef4e8533e5f3e6672f223899682d52849e022cac8592a7a4f56cb1a7,CommoditiesMarkets,forecast,0.09922500000000001,0.12,,0.5,0.5000000249621025,0.6166667056630185,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x31f521ffcf9b23c876d418bbe8205ac1fab62d0aed60d6dbbc66ca3b01bdbff5,CommoditiesMarkets,forecast,0.013225,0.05,,0.5000000147608483,0.5000000265695276,0.6166667198254047,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x21499bd2fce088ec82129e27436420f6038721bcd79a10cb4e1c800c1856e193,CommoditiesMarkets,forecast,0.286225,0.12,,0.4999999799849455,0.5000000120090334,0.6166667486216574,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x37721f9651e1861ba49d70aee9199a7b285daeb62bdee0ddb4c6969344dc98fb,CommoditiesMarkets,forecast,0.00148225,0.08,,0.5,0.5,0.6166666507144754,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x4211e9bc23a48128233d2fbf2be43e246a56d58161796c07749b117243a7ea69,CommoditiesMarkets,forecast,0.189225,0.3,,0.5,0.5,0.6166666666666667,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xbd55722dfa97cf72e6853a23e96e950578324c2cc95b86b1024358792224efa0,CommoditiesMarkets,forecast,0.30747025,0.38,,0.5000000177298879,0.500000031913799,0.6166666955309245,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xd73dc42697ca2769470ad374ac1a87eaa6b527759be5dc3d7a81d6cc73ae6cad,CommoditiesMarkets,forecast,0.13322499999999998,0.35,,0.5,0.5,0.6166667117158009,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xb75fbc93387a18087b23b82da30754a75b9e90dfdb2f897ef0c55479c7688193,CommoditiesMarkets,forecast,0.05978025,0.3,,0.5,0.5,0.6166666961596557,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xd50d0276f9b6c57d7a1b23be8be23a8dcdffed0aebae867de372b26593a9a238,CommoditiesMarkets,forecast,0.0043560000000000005,0.08,,0.4999999890363755,0.4999999802654762,0.6166666596353287,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x384e2707bbb95da4bfa6f330fe7d5ccbec1c0a85e20be900cbf599987588e1a4,CommoditiesMarkets,forecast,0.028899999999999995,0.35,,0.5,0.5000000184156067,0.6166667317760716,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x1eaa3169b6a2ff38e91b07e7306edcec6982b6ceb616d737f244423902f5774f,CommoditiesMarkets,forecast,0.0042250000000000005,0.35,,0.5,0.5,0.6166665778299721,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x0f2158e04dec35565e6b30b7c9fa0e32f80ec29d6662956c21f0b0e498af6fd7,CommoditiesMarkets,forecast,0.0042250000000000005,0.42,,0.49999997184734774,0.5000000168915929,0.6166667597205858,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xd048b3e9ccad82c57a4eec953e75794aeb5e6d0e08bdb79b9e01b24e0049f16d,CommoditiesMarkets,forecast,0.06760000000000004,0.42,,0.5000000287434293,0.49999998275394403,0.6166665886761763,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x4b5d821d5b477953ac6ace9ec9155cf1a65e52780cd4d4b443ccce216cd79b1c,CommoditiesMarkets,forecast,0.1024,0.45,,0.5,0.4999999619833615,0.6166665947729821,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x3e531a2beecc6a9bd1b088998133749c3e41e57ed3c44694d93b5de8f1169c90,CommoditiesMarkets,forecast,0.5112249999999999,0.97,,0.5,0.4999999807180119,0.6166666555688111,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x7699a9c555f3bdf1b3ab309932448d4fec015396d84bc57d7a95541f6e33ff08,CommoditiesMarkets,forecast,1.2250000000000022e-05,0.08,,0.4999999806403641,0.5000000116157822,0.6166667230161209,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xd638c61e552201ba3badd247a361aaa4a3440f15403483bff1e68eb0d6cdc7e3,CommoditiesMarkets,forecast,0.0961,0.45,,0.5000000158097908,0.499999990514126,0.6166666019308522,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x96ebe822f17b6e6daf18670744dbb7605c032762c8b774cb705d35d822b4e1d5,CommoditiesMarkets,forecast,0.0027040000000000007,0.08,,0.5,0.5,0.616666748897397,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x70eb82556e062975ed23ff8e07a355f132a79f17ef6267ee8be0a8c283ef7dbd,CommoditiesMarkets,forecast,0.09922500000000001,0.3,,0.5,0.5,0.6166665940405438,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xd6d564528c3d17a3cf2425067d54807a48fda0991705816af769bce54c7de792,CommoditiesMarkets,forecast,0.08702500000000002,0.35,,0.5,0.5000000227052239,0.6166666573322974,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xeb196c24738383bf2fc0aeeb8fc5e96e72dcf161e19e74ffd305883cc3951496,CommoditiesMarkets,forecast,0.189225,0.45,,0.4999999745702577,0.5000000152578467,0.6166666754484049,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x36a34d4a645725ca2f09fd4a7c6961aee5110a2a94079d65325d33b8dda67b99,CommoditiesMarkets,forecast,0.0,0.12,,0.5,0.4999999813939891,0.6166666743158048,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x85c6193a5695b52740b325bb3e438a10d2d758c5bb95f295fd4bf5721f30453b,CommoditiesMarkets,forecast,0.02559999999999999,0.45,,0.5,0.5,0.616666688409049,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x54f6212ba2469a110b62dad45e4dc318a3eb28a9b7db6309d8b81965355356b7,CommoditiesMarkets,forecast,0.07562499999999998,0.42,,0.5,0.5,0.6166667120778405,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x39cdafa74d50f6cd7b2d46ddccd49682d77d4a06ce9c1795740881127e7a7aff,CommoditiesMarkets,forecast,0.0484,0.22,,0.5000000162160634,0.5000000291889147,0.6166666546667804,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x707b240bef0f4f92b07f4b61f071e2a272649414c21ce4aa53689e1849dd1add,CommoditiesMarkets,forecast,0.00837225,0.12,,0.5000000277996716,0.49999998332019857,0.6166666570665141,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xc06a579753c869cb55d1ee858bb683acd4cabf74c7dcb9e96d37b9fc5418c436,CommoditiesMarkets,forecast,0.010000000000000007,0.35,,0.5,0.4999999784701732,0.6166666755178182,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x7cb1dc60802d3fa7d4d9e10fea5da1a3d396413ecc4b6272c1575a802ca2e5c9,CommoditiesMarkets,forecast,0.366025,0.12,,0.5000000106989348,0.4999999935806393,0.616666743199722,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xc60589484cf4d237c3dcf65c47ea0caa0ec9f1dfbfd31c0910e9ed74c649ee11,CommoditiesMarkets,forecast,0.0056250000000000015,0.35,,0.5,0.5,0.6166667315105269,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xc9f02df8613beff1bfd7fd9536f0eca2e3db5f3b5052e9f7ea44627da2ef2a1e,CommoditiesMarkets,forecast,0.003599999999999993,0.52,,0.5,0.5,0.6166667112028348,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x5fb770e75069a3d1bd86f9458b4e806d522f35874bcc4983d5d3bce77baabcd0,CommoditiesMarkets,forecast,0.004899999999999997,0.3,,0.5,0.5000000238982386,0.6166667040010266,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x1295f32dd594927e3a46dcf6f041233d2e762b5e3eb6d900235ce0a5ebf2364c,CommoditiesMarkets,forecast,0.010000000000000002,0.12,,0.5,0.5,0.6166666090247733,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x7985a813b3463ba7b8c028412d893b8224651c0b1b84c74bbd2f2321b48b46d5,CommoditiesMarkets,forecast,0.012099999999999998,0.07,,0.5000000186881767,0.4999999887870946,0.6166667229056229,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x8ebc34636c7d3c3b4799c19ce18c25c664a85558512c0ddb15ab4b93dcde2e4d,CommoditiesMarkets,forecast,0.022499999999999975,0.55,,0.5,0.49999998027077647,0.6166666747775701,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xec9b2adc96c48f0651a2039703767f519844618e9eb7b68f316c1011ad3ace15,CommoditiesMarkets,forecast,0.03999999999999998,0.28,,0.5000000263541,0.4999999841875413,0.6166666107608438,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x2073b88319d37d5499b7fe72262ae0b361a1f27865655a30e374f5805ba570f3,CommoditiesMarkets,forecast,0.09211224999999999,0.38,,0.5,0.5,0.6166666334474924,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xea87df3264208ab356e2abb37fcb2104522443cbfa869a9921e9c057dec14c01,CommoditiesMarkets,forecast,0.29322224999999996,0.38,,0.5,0.5000000453883445,0.6166666181515778,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x0042924c2b33e9e7a2ac2969ad7e1be3c790ef80be526350d7fe2b936e18d1de,CommoditiesMarkets,forecast,0.00055225,0.04,,0.5,0.5000000394431138,0.616666702340771,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xa2875a4687e1eb79e61d281e02d4b818265d0f1c8e33709ebe9bc564b7aef889,CommoditiesMarkets,forecast,0.015625,0.3,,0.5,0.49999997945440433,0.6166665534832789,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xc0d856d9b4743bbb53ec5ef34489866cce2dc2e2edd160d3722d16fced331f39,CommoditiesMarkets,forecast,0.009025,0.04,,0.5,0.5000000507884191,0.6166666123795,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x8ec6c4477956f5cdc5f8af03f6412cf0cc14e66a6c4b0656f231db70a26fb659,CommoditiesMarkets,forecast,0.10889999999999997,0.42,,0.5,0.5000000224259857,0.6166667902089494,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x051cd779bf950955cfed378707ae0275992f30406b713a922b73a06d5b30eeb1,CommoditiesMarkets,forecast,0.07022499999999998,0.58,,0.5000000227008449,0.4999999863794941,0.6166666005920844,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x6ea36a53dd7938c3e405790e3c3c4464d29cae423f0912a25025a63248bdb602,CommoditiesMarkets,forecast,0.028899999999999995,0.45,,0.5,0.5,0.6166667128183958,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x3f3945f8430c75817f53458d129a766248560277db65fae0925e063f14c8347f,CommoditiesMarkets,forecast,0.0036,0.03,,0.5,0.49999997697539167,0.6166666534147252,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xaf5e903876ad42de97e1cf02c2ef8484df69bcfc5541b96a400116557d1e504e,CommoditiesMarkets,forecast,0.08122500000000002,0.35,,0.4999999885186738,0.500000006888796,0.6166666071934013,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xabff4f6d86013956f9ebe93fe63e2478280c8b83d2ee4eff8013299b69aa19c2,CommoditiesMarkets,forecast,0.225625,0.35,,0.5000000257896108,0.4999999845262348,0.6166665814234226,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x12cd8d364618531b1e03aa8f2788ce316d4a53832117fd1a70fd4dc379ca906f,CommoditiesMarkets,forecast,0.017689000000000003,0.06,,0.49999997880091174,0.4999999618416424,0.6166667743863239,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x8c8d8c91540aedf3f4ca4194256e9421843ef122155284129f3f5057ad5ec703,CommoditiesMarkets,forecast,9.99999999999999e-05,0.08,,0.5,0.5000000297000227,0.6166667130647028,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x86e62f4e07ef6686e141f2eece8480b7ab3d1e99e6b2071a130e3f3bdb0bcb84,CommoditiesMarkets,forecast,0.0030249999999999995,0.12,,0.5,0.5000000298109437,0.6166666348020836,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x8aea4707af4ca2b029db4143bb020f0c8bf95d2c0d088186009471fb588f2f4a,CommoditiesMarkets,forecast,0.055224999999999996,0.35,,0.5,0.4999999820765635,0.6166665679284586,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xd732af4ba7df293777bc1e0e7c067a71eee70d926202c92bf80b652720d5d684,CommoditiesMarkets,forecast,9.999999999999907e-05,0.35,,0.49999998904766657,0.49999998028580017,0.6166667158353472,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x24f4622b6a5e8115de49bedcaba18233c0ab58e7246a0b42b9fc48b5e52dbbaf,CommoditiesMarkets,forecast,0.007225000000000003,0.28,,0.5,0.4999999816741043,0.6166665657113563,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xf5032447172f42fdab13604c9d3aae966d2ecb41845932ab9c9c0c3a6cbcbadb,CommoditiesMarkets,forecast,0.022500000000000006,0.52,,0.5,0.5000000495140493,0.616666662595512,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x5ab165053e4658271eb3f6a6fd36f59169b076fd7583971a6543dc6b0a12fb1d,CommoditiesMarkets,forecast,0.019600000000000003,0.35,,0.49999997759046194,0.5000000134457238,0.6166667009383237,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x45194a41a96fc3c01131698af127a03285e40a99ad4db51d0d9a6d31806e145b,CommoditiesMarkets,forecast,0.009025,0.07,,0.5,0.5000000272488118,0.6166667361208642,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x6619d84af2dcb68fb04b777381e7b42acd5e1f27201799c077779dd910b0243a,CommoditiesMarkets,forecast,0.08702499999999999,0.35,,0.5000000134009139,0.5000000241216457,0.6166666673277784,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x02bcaa1fe41c1dafd0dd1bd4674d3383a68b9dfe4ef0ed64e820e2d14edee2eb,CommoditiesMarkets,forecast,0.004899999999999993,0.35,,0.49999997099896504,0.5000000174006226,0.6166667625247748,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xb5b45b3339b7e1638f2dad684180b3536c69dd5094196bc0ee394d2c425c4a3d,CommoditiesMarkets,forecast,0.012099999999999998,0.28,,0.5,0.5,0.6166666621551024,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x6c62024a6137f1bedae842d11572daa7dd0b1fe7f6b14a74f925640ceb471449,CommoditiesMarkets,forecast,0.028899999999999995,0.04,,0.5,0.5000000213399763,0.6166667000044523,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0x6639a69c079b43a001c9f27c3e774076b421738bef66d0f6542bc5af3f5bffc8,CommoditiesMarkets,forecast,0.34809999999999997,0.72,,0.5,0.49999996060863133,0.6166666699055128,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xc07dd495b7cc45d9861b487f7395d91b3d89cdbbd3c3f7ede15e672d874df013,CommoditiesMarkets,forecast,0.0576,0.52,,0.5,0.5,0.616666647838861,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xc53e5d334fd60c52660ae22981a5e8e2c63f0fb1c9d5a94b6b766fee1a4aef22,CommoditiesMarkets,forecast,0.0020249999999999986,0.42,,0.5,0.5,0.616666639672895,0.4,0.2,0.4,0.5020800371373583
claude-sonnet-4-6_1000,0xe382429c92c594f494def1ff83d5cf68fecd4a700e35ff7b5174db81abc4cd8b,CommoditiesMarkets,forecast,0.04622499999999999,0.35,,0.4999999742240405,0.5000000154655769,0.6166666755679653,0.4,0.2,0.4,0.5020800371373583
